timestep,susceptible,infected,recovered,dead
1,987,13,0,0
2,982,18,0,0
3,968,32,0,0
4,956,44,0,0
5,938,62,0,0
6,920,80,0,0
7,903,97,0,0
8,875,125,0,0
9,858,140,2,0
10,825,171,4,0
11,792,200,8,0
12,764,226,10,0
13,730,256,14,0
14,696,275,29,0
15,666,297,37,0
16,637,315,48,0
17,593,351,56,0
18,553,381,66,0
19,520,396,84,0
20,488,408,103,1
21,445,423,130,2
22,407,432,158,3
23,374,427,195,4
24,347,424,225,4
25,317,437,242,4
26,289,431,275,5
27,262,421,312,5
28,238,411,345,6
29,213,410,371,6
30,190,392,411,7
31,170,379,444,7
32,160,354,479,7
33,155,321,516,8
34,140,311,540,9
35,134,285,572,9
36,122,264,605,9
37,109,242,640,9
38,104,221,666,9
39,101,194,696,9
40,92,179,720,9
41,87,161,743,9
42,83,144,763,10
43,78,127,785,10
44,74,112,802,12
45,71,98,819,12
46,69,91,828,12
47,68,77,842,13
48,66,70,851,13
49,66,61,860,13
50,65,56,865,14
51,64,52,870,14
52,62,42,882,14
53,62,35,889,14
54,62,31,893,14
55,62,23,901,14
56,62,21,903,14
57,61,17,908,14
58,61,15,910,14
59,61,11,914,14
60,61,11,914,14
61,61,9,916,14
62,61,6,918,15
63,61,5,919,15
64,61,4,920,15
65,61,3,921,15
66,61,2,922,15
67,61,2,922,15
68,61,1,923,15
69,61,1,923,15
70,61,1,923,15
71,61,1,923,15
72,61,1,923,15
73,61,0,924,15
