timestep,susceptible,infected,recovered,dead
1,985,15,0,0
2,982,18,0,0
3,976,24,0,0
4,963,37,0,0
5,953,47,0,0
6,943,57,0,0
7,927,72,1,0
8,907,91,2,0
9,887,109,4,0
10,865,131,4,0
11,844,151,5,0
12,816,177,7,0
13,783,206,11,0
14,758,223,19,0
15,728,244,28,0
16,694,267,38,1
17,656,298,45,1
18,621,327,51,1
19,581,350,68,1
20,530,377,90,3
21,502,390,104,4
22,474,401,121,4
23,444,407,145,4
24,412,417,167,4
25,378,421,197,4
26,358,418,220,4
27,335,406,254,5
28,303,412,280,5
29,280,405,309,6
30,258,387,347,8
31,233,379,379,9
32,213,365,412,10
33,195,354,441,10
34,175,344,471,10
35,159,323,507,11
36,141,317,530,12
37,123,310,553,14
38,109,300,576,15
39,98,274,612,16
40,92,239,653,16
41,89,215,680,16
42,80,198,705,17
43,79,176,728,17
44,76,156,751,17
45,72,140,771,17
46,62,134,786,18
47,58,124,800,18
48,55,110,817,18
49,49,101,832,18
50,49,90,843,18
51,45,87,850,18
52,39,82,861,18
53,39,68,875,18
54,38,59,885,18
55,38,52,892,18
56,36,42,903,19
57,36,36,909,19
58,36,33,912,19
59,35,30,916,19
60,35,27,918,20
61,34,22,924,20
62,34,18,928,20
63,34,14,932,20
64,34,9,937,20
65,34,8,938,20
66,34,5,941,20
67,34,3,943,20
68,34,3,943,20
69,34,3,943,20
70,34,2,944,20
71,34,1,945,20
72,34,1,945,20
73,34,1,945,20
74,34,1,945,20
75,34,1,945,20
76,34,1,945,20
77,34,0,946,20
