timestep,susceptible,infected,recovered,dead
1,983,17,0,0
2,978,22,0,0
3,965,35,0,0
4,954,46,0,0
5,942,58,0,0
6,927,71,2,0
7,915,83,2,0
8,899,98,3,0
9,882,115,3,0
10,859,136,5,0
11,843,150,7,0
12,822,170,8,0
13,801,185,13,1
14,776,202,21,1
15,753,215,31,1
16,734,226,39,1
17,711,236,52,1
18,689,249,61,1
19,667,260,72,1
20,640,272,87,1
21,609,288,101,2
22,576,305,117,2
23,544,318,135,3
24,519,318,159,4
25,493,323,178,6
26,473,330,191,6
27,448,325,220,7
28,426,323,244,7
29,406,325,262,7
30,380,333,280,7
31,361,330,301,8
32,336,324,330,10
33,301,330,358,11
34,271,337,381,11
35,248,332,408,12
36,229,322,437,12
37,208,317,462,13
38,193,303,490,14
39,181,289,516,14
40,170,280,536,14
41,160,270,556,14
42,151,257,578,14
43,135,251,600,14
44,120,238,625,17
45,108,224,651,17
46,102,209,672,17
47,96,193,694,17
48,88,177,716,19
49,80,166,735,19
50,75,155,751,19
51,73,137,771,19
52,66,125,790,19
53,60,118,803,19
54,59,104,818,19
55,54,98,828,20
56,50,87,843,20
57,49,74,857,20
58,48,69,863,20
59,46,62,872,20
60,45,57,877,21
61,43,55,881,21
62,42,50,887,21
63,42,41,896,21
64,41,34,903,22
65,40,28,910,22
66,40,23,915,22
67,40,23,915,22
68,40,22,916,22
69,40,15,923,22
70,40,13,925,22
71,40,10,928,22
72,39,8,931,22
73,39,6,933,22
74,39,4,935,22
75,39,4,935,22
76,39,4,935,22
77,39,4,935,22
78,39,4,935,22
79,39,3,936,22
80,39,2,937,22
81,39,1,938,22
82,39,1,938,22
83,39,1,938,22
84,39,0,939,22
