timestep,susceptible,infected,recovered,dead
1,983,17,0,0
2,982,18,0,0
3,972,28,0,0
4,959,41,0,0
5,954,46,0,0
6,949,51,0,0
7,936,63,1,0
8,922,77,1,0
9,902,96,2,0
10,888,108,3,1
11,867,128,4,1
12,848,145,6,1
13,822,163,14,1
14,794,187,18,1
15,771,201,26,2
16,751,217,30,2
17,724,238,36,2
18,695,254,49,2
19,670,266,62,2
20,644,270,84,2
21,619,280,99,2
22,584,294,118,4
23,556,305,135,4
24,522,320,152,6
25,494,329,171,6
26,464,349,181,6
27,440,353,199,8
28,423,342,227,8
29,400,340,252,8
30,373,343,276,8
31,351,342,299,8
32,334,337,319,10
33,311,334,345,10
34,294,324,372,10
35,278,300,410,12
36,263,286,439,12
37,254,268,466,12
38,241,254,493,12
39,233,236,516,15
40,221,226,538,15
41,208,211,565,16
42,200,201,582,17
43,194,185,604,17
44,190,171,621,18
45,180,158,643,19
46,174,147,659,20
47,166,136,678,20
48,157,128,695,20
49,150,123,707,20
50,143,116,721,20
51,135,104,740,21
52,126,98,755,21
53,123,91,764,22
54,114,88,775,23
55,109,86,782,23
56,106,83,788,23
57,99,85,793,23
58,93,85,798,24
59,88,88,800,24
60,81,88,807,24
61,76,85,815,24
62,74,82,820,24
63,71,80,825,24
64,70,71,834,25
65,67,63,845,25
66,64,62,849,25
67,60,59,856,25
68,59,57,859,25
69,57,51,867,25
70,52,48,875,25
71,48,45,882,25
72,48,39,888,25
73,48,34,893,25
74,46,32,897,25
75,45,32,898,25
76,44,27,904,25
77,44,25,906,25
78,41,23,911,25
79,41,23,911,25
80,41,20,914,25
81,40,19,916,25
82,39,16,920,25
83,39,15,921,25
84,38,13,924,25
85,38,12,925,25
86,38,11,926,25
87,38,11,926,25
88,38,8,929,25
89,38,7,930,25
90,38,6,931,25
91,38,5,932,25
92,38,2,935,25
93,38,2,935,25
94,38,2,935,25
95,38,2,935,25
96,38,2,935,25
97,38,2,935,25
98,38,2,935,25
99,38,0,937,25
