timestep,susceptible,infected,recovered,dead
1,982,18,0,0
2,971,29,0,0
3,962,38,0,0
4,944,54,2,0
5,931,62,6,1
6,916,74,8,2
7,891,85,22,2
8,873,94,31,2
9,858,102,38,2
10,840,104,52,4
11,819,106,71,4
12,798,111,86,5
13,784,105,106,5
14,775,91,128,6
15,759,89,146,6
16,748,84,162,6
17,738,83,173,6
18,723,80,188,9
19,708,80,202,10
20,693,79,218,10
21,683,79,228,10
22,675,79,235,11
23,662,75,252,11
24,655,67,266,12
25,649,57,281,13
26,643,59,285,13
27,637,51,299,13
28,630,50,307,13
29,628,39,319,14
30,623,37,325,15
31,618,32,335,15
32,612,29,342,17
33,610,25,347,18
34,603,29,350,18
35,603,25,353,19
36,597,29,355,19
37,595,24,362,19
38,594,24,363,19
39,591,24,366,19
40,588,20,373,19
41,585,19,376,20
42,582,15,383,20
43,582,13,385,20
44,581,12,387,20
45,580,10,390,20
46,580,5,395,20
47,579,5,396,20
48,578,4,398,20
49,574,8,398,20
50,573,9,398,20
51,572,10,398,20
52,572,9,399,20
53,570,7,403,20
54,568,8,404,20
55,568,4,408,20
56,568,4,408,20
57,568,4,408,20
58,568,4,408,20
59,568,1,411,20
60,568,1,411,20
61,568,0,412,20
