timestep,susceptible,infected,recovered,dead
1,980,20,0,0
2,976,23,1,0
3,971,28,1,0
4,959,40,1,0
5,948,48,4,0
6,928,63,8,1
7,910,78,10,2
8,884,94,19,3
9,863,103,31,3
10,843,116,38,3
11,827,113,56,4
12,809,116,68,7
13,800,106,86,8
14,784,99,107,10
15,774,88,127,11
16,764,82,142,12
17,760,62,166,12
18,753,58,177,12
19,745,51,192,12
20,743,42,202,13
21,738,40,209,13
22,736,33,217,14
23,733,23,230,14
24,732,17,237,14
25,730,17,239,14
26,728,14,244,14
27,725,12,248,15
28,721,14,250,15
29,719,15,251,15
30,715,18,252,15
31,713,17,255,15
32,711,15,259,15
33,710,15,260,15
34,709,12,264,15
35,706,14,265,15
36,704,11,270,15
37,702,12,271,15
38,701,12,272,15
39,699,12,274,15
40,696,13,276,15
41,691,14,280,15
42,688,16,281,15
43,687,16,282,15
44,686,17,282,15
45,683,12,289,16
46,680,13,291,16
47,678,15,291,16
48,678,13,293,16
49,678,11,295,16
50,678,9,297,16
51,677,6,301,16
52,677,5,302,16
53,676,3,305,16
54,676,3,305,16
55,676,2,306,16
56,676,1,307,16
57,676,1,307,16
58,675,1,308,16
59,675,1,308,16
60,675,1,308,16
61,674,2,308,16
62,673,3,308,16
63,673,3,308,16
64,673,3,308,16
65,672,3,309,16
66,672,3,309,16
67,672,3,309,16
68,671,4,309,16
69,671,4,309,16
70,671,3,309,17
71,671,2,310,17
72,671,1,311,17
73,670,1,312,17
74,669,2,312,17
75,669,2,312,17
76,668,2,313,17
77,667,3,313,17
78,666,4,313,17
79,666,3,314,17
80,666,2,315,17
81,666,1,316,17
82,666,1,316,17
83,666,1,316,17
84,666,0,317,17
