timestep,susceptible,infected,recovered,dead
1,982,18,0,0
2,975,25,0,0
3,965,35,0,0
4,947,52,1,0
5,926,71,3,0
6,905,87,8,0
7,875,109,16,0
8,851,118,31,0
9,833,127,40,0
10,807,133,60,0
11,794,124,80,2
12,782,117,99,2
13,768,108,122,2
14,759,91,146,4
15,751,83,162,4
16,745,75,176,4
17,737,64,192,7
18,727,60,205,8
19,724,47,221,8
20,717,48,227,8
21,707,48,236,9
22,704,40,247,9
23,700,35,256,9
24,697,27,266,10
25,689,30,271,10
26,683,28,278,11
27,678,31,279,12
28,673,31,284,12
29,670,30,288,12
30,664,34,289,13
31,661,27,299,13
32,659,26,301,14
33,653,26,307,14
34,646,29,310,15
35,643,27,314,16
36,641,24,319,16
37,640,20,324,16
38,639,19,326,16
39,637,16,331,16
40,632,19,333,16
41,626,17,341,16
42,623,17,344,16
43,619,19,346,16
44,616,21,347,16
45,611,23,349,17
46,609,22,350,19
47,606,23,352,19
48,604,19,358,19
49,602,17,362,19
50,601,14,366,19
51,601,12,368,19
52,599,10,372,19
53,596,12,373,19
54,595,10,375,20
55,595,9,376,20
56,594,8,378,20
57,591,9,380,20
58,589,10,381,20
59,589,8,383,20
60,589,7,384,20
61,589,5,386,20
62,588,4,388,20
63,587,5,388,20
64,587,4,389,20
65,587,4,389,20
66,586,3,391,20
67,586,1,393,20
68,586,1,393,20
69,586,1,393,20
70,586,1,393,20
71,586,1,393,20
72,586,1,393,20
73,586,1,393,20
74,586,1,393,20
75,586,0,394,20
