timestep,susceptible,infected,recovered,dead
1,983,17,0,0
2,969,31,0,0
3,964,35,1,0
4,953,44,3,0
5,938,56,6,0
6,915,73,12,0
7,896,84,20,0
8,872,98,30,0
9,852,105,43,0
10,837,105,58,0
11,822,106,71,1
12,808,103,88,1
13,793,104,100,3
14,783,97,117,3
15,772,94,131,3
16,767,74,156,3
17,756,72,167,5
18,742,71,181,6
19,730,71,192,7
20,725,63,205,7
21,721,57,215,7
22,718,51,222,9
23,716,33,242,9
24,707,33,249,11
25,702,30,256,12
26,697,30,260,13
27,692,26,269,13
28,686,29,272,13
29,683,30,274,13
30,679,30,278,13
31,676,28,283,13
32,674,26,286,14
33,674,23,289,14
34,672,15,298,15
35,670,13,302,15
36,667,12,305,16
37,664,10,310,16
38,662,11,311,16
39,659,12,313,16
40,656,13,315,16
41,656,13,315,16
42,655,12,317,16
43,651,14,318,17
44,648,14,321,17
45,647,14,322,17
46,644,15,324,17
47,642,14,327,17
48,639,14,330,17
49,636,14,333,17
50,635,13,335,17
51,634,9,340,17
52,633,9,341,17
53,631,11,341,17
54,631,7,345,17
55,629,8,346,17
56,628,6,348,18
57,628,5,349,18
58,628,4,350,18
59,628,3,351,18
60,628,3,351,18
61,628,3,351,18
62,628,3,351,18
63,628,1,353,18
64,628,0,354,18
