timestep,susceptible,infected,recovered,dead
1,979,21,0,0
2,961,38,1,0
3,942,57,1,0
4,921,76,3,0
5,902,93,5,0
6,873,111,16,0
7,849,119,32,0
8,828,130,42,0
9,809,129,62,0
10,790,127,80,3
11,772,122,102,4
12,763,106,126,5
13,754,96,143,7
14,749,79,165,7
15,742,74,177,7
16,734,65,193,8
17,725,55,211,9
18,719,49,223,9
19,714,42,234,10
20,707,41,242,10
21,703,37,249,11
22,702,33,254,11
23,697,30,262,11
24,690,29,269,12
25,684,30,274,12
26,680,29,278,13
27,675,26,286,13
28,671,27,289,13
29,670,27,290,13
30,660,30,297,13
31,655,29,303,13
32,651,29,307,13
33,648,27,312,13
34,645,23,318,14
35,642,23,321,14
36,640,21,325,14
37,637,21,328,14
38,635,16,335,14
39,633,17,336,14
40,629,19,338,14
41,626,18,342,14
42,625,19,342,14
43,622,17,347,14
44,621,15,350,14
45,619,13,354,14
46,613,15,358,14
47,610,17,359,14
48,606,20,360,14
49,601,22,362,15
50,594,28,363,15
51,588,31,365,16
52,585,29,368,18
53,583,27,371,19
54,580,26,375,19
55,578,23,380,19
56,575,20,386,19
57,575,16,389,20
58,570,18,392,20
59,568,15,397,20
60,567,11,401,21
61,566,12,401,21
62,563,14,402,21
63,560,11,406,23
64,559,11,407,23
65,557,12,408,23
66,555,12,410,23
67,551,15,411,23
68,548,16,413,23
69,548,12,417,23
70,545,12,419,24
71,543,14,419,24
72,541,15,420,24
73,540,11,425,24
74,540,11,425,24
75,538,10,428,24
76,538,8,430,24
77,537,7,432,24
78,537,6,433,24
79,537,4,435,24
80,537,3,436,24
81,535,4,437,24
82,535,3,438,24
83,535,2,439,24
84,535,2,439,24
85,535,1,440,24
86,535,1,440,24
87,535,0,441,24
