timestep,susceptible,infected,recovered,dead
1,981,19,0,0
2,970,30,0,0
3,958,42,0,0
4,936,63,1,0
5,916,81,3,0
6,892,98,10,0
7,872,108,20,0
8,853,115,30,2
9,832,119,46,3
10,817,114,66,3
11,795,121,81,3
12,775,124,97,4
13,760,114,120,6
14,750,102,142,6
15,733,97,163,7
16,710,101,182,7
17,697,93,201,9
18,689,86,214,11
19,684,75,230,11
20,682,62,245,11
21,674,53,260,13
22,663,46,277,14
23,662,37,287,14
24,658,33,295,14
25,656,31,299,14
26,648,34,303,15
27,641,33,310,16
28,638,29,316,17
29,631,32,320,17
30,628,27,327,18
31,624,28,330,18
32,622,27,333,18
33,617,27,337,19
34,616,23,342,19
35,614,16,351,19
36,613,14,353,20
37,611,13,356,20
38,607,13,360,20
39,605,12,363,20
40,603,13,364,20
41,601,15,364,20
42,598,16,365,21
43,597,14,368,21
44,593,14,371,22
45,589,16,372,23
46,588,16,372,24
47,587,14,374,25
48,585,11,379,25
49,584,11,380,25
50,584,9,382,25
51,580,9,386,25
52,575,12,388,25
53,571,15,389,25
54,569,16,390,25
55,567,18,390,25
56,563,17,394,26
57,559,20,395,26
58,556,18,400,26
59,555,17,402,26
60,554,14,406,26
61,553,13,407,27
62,551,13,409,27
63,551,8,413,28
64,549,8,415,28
65,549,7,416,28
66,548,7,417,28
67,547,6,419,28
68,547,6,419,28
69,546,6,420,28
70,546,3,422,29
71,546,2,423,29
72,546,1,424,29
73,545,2,424,29
74,545,2,424,29
75,544,3,424,29
76,544,2,425,29
77,544,2,425,29
78,543,2,426,29
79,541,4,426,29
80,539,6,426,29
81,539,5,427,29
82,539,5,427,29
83,538,6,427,29
84,537,5,429,29
85,537,5,429,29
86,536,4,431,29
87,536,3,432,29
88,536,3,432,29
89,536,3,432,29
90,536,2,433,29
91,536,0,435,29
