timestep,susceptible,infected,recovered,dead
1,984,16,0,0
2,976,24,0,0
3,970,30,0,0
4,956,43,1,0
5,936,61,3,0
6,912,81,7,0
7,892,92,15,1
8,868,109,21,2
9,843,128,27,2
10,833,116,47,4
11,818,105,72,5
12,803,103,87,7
13,787,98,107,8
14,769,91,131,9
15,753,90,148,9
16,737,92,161,10
17,721,98,171,10
18,715,87,188,10
19,689,96,203,12
20,675,92,221,12
21,669,85,233,13
22,649,94,244,13
23,639,83,262,16
24,632,74,278,16
25,623,69,292,16
26,616,65,303,16
27,611,52,320,17
28,609,44,329,18
29,603,41,338,18
30,594,42,346,18
31,592,36,354,18
32,589,28,365,18
33,584,29,369,18
34,582,24,374,20
35,582,19,379,20
36,582,15,383,20
37,582,13,385,20
38,581,9,390,20
39,579,9,392,20
40,578,7,395,20
41,576,7,397,20
42,574,9,397,20
43,573,9,398,20
44,573,9,398,20
45,573,5,402,20
46,573,4,403,20
47,572,4,404,20
48,572,4,404,20
49,572,3,405,20
50,572,1,407,20
51,572,1,407,20
52,572,1,407,20
53,572,0,408,20
