timestep,susceptible,infected,recovered,dead
1,984,16,0,0
2,976,24,0,0
3,968,32,0,0
4,960,40,0,0
5,950,48,2,0
6,935,57,8,0
7,908,76,16,0
8,893,80,25,2
9,867,98,33,2
10,847,109,41,3
11,837,108,52,3
12,815,115,66,4
13,802,104,88,6
14,789,101,104,6
15,766,105,122,7
16,754,100,138,8
17,743,92,157,8
18,733,82,177,8
19,725,70,196,9
20,711,70,210,9
21,698,72,221,9
22,693,66,232,9
23,686,61,243,10
24,675,62,253,10
25,669,52,268,11
26,661,51,277,11
27,654,48,287,11
28,647,45,297,11
29,642,41,305,12
30,635,42,311,12
31,628,45,315,12
32,624,40,324,12
33,620,36,331,13
34,616,33,338,13
35,614,33,340,13
36,613,25,348,14
37,610,21,355,14
38,608,18,360,14
39,607,14,365,14
40,605,14,367,14
41,604,12,370,14
42,602,10,374,14
43,598,12,376,14
44,595,14,377,14
45,594,14,378,14
46,591,14,381,14
47,588,14,383,15
48,588,13,384,15
49,584,15,385,16
50,583,14,387,16
51,582,12,390,16
52,582,8,394,16
53,579,7,396,18
54,579,7,396,18
55,578,4,399,19
56,578,4,399,19
57,578,3,400,19
58,578,2,401,19
59,578,2,401,19
60,577,3,401,19
61,577,2,401,20
62,576,2,402,20
63,576,2,402,20
64,575,3,402,20
65,574,4,402,20
66,573,4,403,20
67,572,4,404,20
68,572,4,404,20
69,571,3,406,20
70,571,3,406,20
71,570,3,407,20
72,570,3,407,20
73,570,3,407,20
74,567,6,407,20
75,567,5,408,20
76,567,5,408,20
77,567,3,410,20
78,567,3,410,20
79,567,3,410,20
80,567,2,411,20
81,567,2,411,20
82,567,1,412,20
83,567,1,412,20
84,567,0,413,20
