timestep,susceptible,infected,recovered,dead
1,984,16,0,0
2,973,27,0,0
3,959,41,0,0
4,948,52,0,0
5,929,67,4,0
6,906,83,11,0
7,887,99,14,0
8,858,117,25,0
9,849,109,41,1
10,830,112,57,1
11,811,116,72,1
12,797,117,85,1
13,781,107,110,2
14,769,94,132,5
15,750,101,144,5
16,738,91,166,5
17,732,80,183,5
18,717,78,198,7
19,708,73,212,7
20,695,73,224,8
21,687,69,236,8
22,680,56,255,9
23,674,50,266,10
24,671,44,275,10
25,668,34,286,12
26,659,36,293,12
27,656,33,299,12
28,651,29,308,12
29,649,25,314,12
30,648,24,316,12
31,646,20,322,12
32,646,14,328,12
33,645,10,333,12
34,645,7,336,12
35,644,7,337,12
36,644,4,339,13
37,643,3,341,13
38,642,4,341,13
39,641,3,343,13
40,640,4,343,13
41,640,3,344,13
42,640,2,345,13
43,640,2,345,13
44,640,0,347,13
