timestep,susceptible,infected,recovered,dead
1,985,15,0,0
2,977,23,0,0
3,969,31,0,0
4,960,40,0,0
5,941,58,1,0
6,925,70,5,0
7,904,87,9,0
8,882,95,23,0
9,857,109,33,1
10,829,129,40,2
11,811,125,61,3
12,788,133,75,4
13,770,134,92,4
14,749,127,119,5
15,731,126,138,5
16,709,124,159,8
17,699,114,178,9
18,686,106,199,9
19,673,93,224,10
20,657,95,237,11
21,652,81,253,14
22,645,71,269,15
23,633,65,287,15
24,626,60,299,15
25,616,60,309,15
26,608,57,320,15
27,605,48,332,15
28,591,50,344,15
29,585,47,352,16
30,578,44,362,16
31,573,44,366,17
32,571,36,376,17
33,568,32,383,17
34,565,28,390,17
35,560,25,398,17
36,553,26,404,17
37,550,27,405,18
38,544,27,411,18
39,542,24,416,18
40,539,24,418,19
41,534,22,425,19
42,525,26,430,19
43,523,25,433,19
44,521,25,435,19
45,520,23,438,19
46,518,23,440,19
47,514,24,443,19
48,512,21,448,19
49,511,13,456,20
50,510,10,460,20
51,507,12,461,20
52,505,14,461,20
53,504,12,463,21
54,504,8,467,21
55,504,5,470,21
56,503,6,470,21
57,503,5,471,21
58,503,5,471,21
59,503,4,472,21
60,502,3,474,21
61,501,3,474,22
62,501,3,474,22
63,500,3,475,22
64,500,3,475,22
65,500,3,475,22
66,500,3,475,22
67,500,1,477,22
68,500,1,477,22
69,500,0,478,22
